Name,a,e,i,predicted_class,mean_prob,std_prob,entropy
,54.3379264,0.9564801,91.25225,1,0.5000002,1.4199614e-06,1.4198793e-05
,39.6800568,0.1599888,20.67756,1,0.5000002,0.0008318168,0.012679213
,43.19704,0.0288696,2.51908,1,0.5000002,0.00080737716,0.013934419
,42.8260643,0.0299425,1.5864,1,0.5000002,0.00070785626,0.012956726
,43.1630984,0.0372674,4.74501,1,0.5000002,0.00075306377,0.013392959
,42.9029535,0.0119267,6.09457,1,0.5000002,0.000825202,0.014476413
,46.384377,0.1383272,1.92927,1,0.5000002,0.0012392654,0.017402567
,43.9703373,0.1172072,3.69195,1,0.5000002,0.00089440774,0.014013141
,43.3443121,0.0288172,2.2084,1,0.5000002,0.0008393205,0.014183769
,43.0194665,0.101273,28.61267,1,0.5000002,0.0019248974,0.021139544
,55.9659389,0.288776,12.52175,1,0.5000002,0.007864002,0.04443354
,36.3714471,0.1066653,23.88769,1,0.5000002,0.00081615534,0.012813367
,46.4277373,0.1828806,16.64343,1,0.5000002,0.0017089637,0.019823613
,41.7844537,0.1710532,28.32174,1,0.5000002,0.0013738282,0.017792886
,49.1430674,0.0066683,33.0072,1,0.5000002,0.0042158347,0.03689559
,46.526161,0.1119705,7.94158,1,0.5000002,0.0012357146,0.019045228
,45.3757096,0.2742585,13.59068,1,0.5000002,0.000999056,0.014282139
,69.3899316,0.4656634,29.59747,1,0.5000002,0.030842768,0.15969971
,42.9122791,0.1590703,15.38128,1,0.5000002,0.0008430127,0.013459454
,62.0189391,0.4634395,14.0051,1,0.5000002,0.008778656,0.060503323
,45.3588697,0.1867954,9.53459,1,0.5000002,0.0011258589,0.015827112
,44.4853793,0.0441954,27.43518,1,0.5000002,0.0017767139,0.024691496
,49.6314548,0.2228214,23.43694,1,0.5000002,0.0028042123,0.025803912
,45.1381762,0.1182114,3.62184,1,0.5000002,0.000866366,0.015402453
,97.268438,0.9888661,139.92933,1,0.5000002,0.00041696074,0.0008360264
,37.4084421,0.5906009,3.51853,1,0.5000002,0.00017836521,0.004655211
,45.9743205,0.0334926,2.80846,1,0.5000002,0.0014459287,0.019331954
,42.647185,0.0292225,3.16717,1,0.5000002,0.0009796608,0.013758819
,57.7582883,0.3870635,16.44305,1,0.5000002,0.0060589723,0.0527203
,58.4164604,0.3430951,24.52025,1,0.5000002,0.008410968,0.060527764
,45.646558,0.1046216,2.66454,1,0.5000002,0.00088242395,0.01605306
,54.1581106,0.9532941,82.51576,1,0.5000002,8.68513e-06,7.709092e-05
,42.7210411,0.0784173,4.97847,1,0.5000002,0.00079187227,0.013113435
,44.1913922,0.0758959,1.85827,1,0.5000002,0.0010239617,0.014753338
,60.6003179,0.3251466,11.56395,1,0.5000002,0.009070249,0.07075403
,45.8730092,0.0855131,1.34854,1,0.5000002,0.0010353427,0.016385462
,41.7911984,0.1307192,32.98545,1,0.5000002,0.003129193,0.02404274
,45.6637391,0.1229622,2.21851,1,0.5000002,0.0009281215,0.01635235
,44.5553727,0.1434193,3.03682,1,0.5000002,0.00096813473,0.014147818
,64.9287458,0.4845748,3.97534,1,0.5000002,0.01028718,0.08028821
,44.5920196,0.0585885,2.70638,1,0.5000002,0.0011059842,0.015803818
,42.2333989,0.1006252,26.30918,1,0.5000002,0.0016889763,0.02001949
,33.8192447,0.8121193,62.991,1,0.5000002,8.057294e-07,1.0212187e-05
Mani,41.621024,0.1487031,17.70733,1,0.5000001,0.00080771965,0.012487449
Pluto,39.3621667,0.2467311,17.17189,1,0.5000001,0.00044573576,0.008882106
|=Kagara,43.9826068,0.0887582,2.86555,1,0.5000001,0.0009292254,0.01423678
,43.0680265,0.0332433,1.48581,1,0.5000001,0.0008408142,0.013559522
,55.3701622,0.4191915,7.61485,1,0.5000001,0.003249839,0.032741267
,43.4663632,0.009426,1.179,1,0.5000001,0.00086339074,0.014705477
,43.5303519,0.1217358,25.85428,1,0.5000001,0.0017718833,0.02086894
,43.0047672,0.1462074,19.40084,1,0.5000001,0.0015045379,0.015935542
,55.6588092,0.4294281,9.44593,1,0.5000001,0.0028497884,0.0333092
,39.5272787,0.189297,6.56403,1,0.5000001,0.0006114786,0.008874069
,54.0758837,0.2789895,18.73633,1,0.5000001,0.0046678297,0.0393293
,55.8647605,0.299435,34.9901,1,0.5000001,0.005937579,0.04751615
,39.195003,0.2252879,5.94793,1,0.5000001,0.0004286085,0.0076636123
,52.7226156,0.3728665,13.95131,1,0.5000001,0.002792365,0.027890183
,39.1824783,0.172786,13.70558,1,0.5000001,0.00042823493,0.008929456
,53.1788405,0.325486,0.51578,1,0.5000001,0.0024318246,0.028414253
,36.7632708,0.2406704,5.89946,1,0.5000001,0.00027042138,0.0062192017
,92.4091498,0.619664,28.69757,1,0.5000001,0.20122792,0.6490152
,41.5973475,0.4752204,34.83043,1,0.5000001,0.0011677174,0.014927968
,44.0271945,0.1105991,11.64834,1,0.5000001,0.0011917546,0.015942067
,41.9460749,0.14261,27.42646,1,0.5000001,0.0011262449,0.017695615
,45.4628722,0.0484753,2.15186,1,0.5000001,0.001126796,0.017654454
,43.0876345,0.1116313,23.88183,1,0.5000001,0.0015648219,0.020328384
,39.480077,0.2611258,4.14538,1,0.5000001,0.00039097614,0.0072260587
,54.3403476,0.3404681,18.43127,1,0.5000001,0.004576026,0.03983347
,47.6426131,0.2480265,3.38531,1,0.5000001,0.0014886078,0.017730523
,42.329663,0.1619404,15.91023,1,0.5000001,0.00084328395,0.012405985
,45.1882665,0.1907856,23.17571,1,0.5000001,0.0014300885,0.018513482
,38.7810274,0.1802889,15.7612,1,0.5000001,0.0004129251,0.008375638
,58.2528779,0.7400606,37.80466,1,0.5000001,0.0055770315,0.042062886
,43.4593467,0.1272889,28.07367,1,0.5000001,0.0016281981,0.020829767
,42.8574711,0.0555016,13.9431,1,0.5000001,0.0012139215,0.01603047
,55.6836328,0.3162339,26.77706,1,0.5000001,0.0059194835,0.05023809
,55.4808519,0.251935,26.75169,1,0.5000001,0.007236544,0.049288943
,43.3528013,0.1267733,4.66634,1,0.5000001,0.0009055201,0.0136799915
,44.8005267,0.1037192,18.27242,1,0.5000001,0.0014489839,0.01881273
,47.1817558,0.1268034,17.01312,1,0.5000001,0.0019269404,0.022264857
,39.4288233,0.464147,22.43501,1,0.5000001,0.00058464176,0.009972553
,43.4801013,0.1055419,28.84182,1,0.5000001,0.0017906674,0.021950461
,44.505974,0.1645143,25.04597,1,0.5000001,0.0014972517,0.021361701
,39.8546107,0.1971079,9.5361,1,0.5000001,0.0005187691,0.008615823
,45.6357912,0.0077793,3.5815,1,0.5000001,0.0010605637,0.018281005
,33.3103192,0.101426,15.18651,1,0.5000001,0.00025701604,0.006376065
,41.0792931,0.0803562,21.97125,1,0.5000001,0.000890807,0.015092999
,45.9881631,0.1752925,15.51256,1,0.5000001,0.0013607926,0.018156378
,47.9348148,0.1652329,15.10778,1,0.5000001,0.0019057728,0.02185113
,55.1436014,0.3512247,28.88094,1,0.5000001,0.0049126158,0.044931974
,36.4424287,0.5531971,8.69841,1,0.5000001,0.00017771844,0.004161423
,30.5736415,0.4799898,15.18858,1,0.5000001,0.00019681655,0.004201708
,50.9053516,0.2292435,10.6361,1,0.5000001,0.0024800813,0.028264983
,40.9752641,0.0396249,28.51398,1,0.5000001,0.0015807205,0.019491239
,42.6646788,0.1712175,27.57456,1,0.5000001,0.0016282503,0.017931502
,41.7659821,0.0982713,28.56148,1,0.5000001,0.0014640073,0.01884612
,46.2935144,0.1424581,7.01986,1,0.5000001,0.0012577064,0.017247146
,39.5506153,0.2087114,12.82007,1,0.5000001,0.00049825525,0.008795999
,55.2937378,0.3742069,14.39727,1,0.5000001,0.0027605966,0.034994997
,47.740455,0.2649487,13.12337,1,0.5000001,0.001469787,0.019188475
,44.0552227,0.0438464,4.17269,1,0.5000001,0.0011564328,0.014813847
,58.776487,0.3930318,33.18362,1,0.5000001,0.008701435,0.05814482
,40.6762637,0.0591252,21.44728,1,0.5000001,0.001009672,0.014621278
,42.9920938,0.0664235,8.5351,1,0.5000001,0.0008950479,0.014088907
,72.8238745,0.5326085,3.9327,1,0.5000001,0.031292737,0.17084996
,41.551461,0.1276401,15.13431,1,0.5000001,0.0007781304,0.0123137105
,80.2314646,0.5990757,19.70495,1,0.5000001,0.088494085,0.3409616
,59.887806,0.3826268,26.80558,1,0.5000001,0.0076967366,0.06430437
,43.5032854,0.2717447,11.41193,1,0.5000001,0.0007384975,0.011659319
,45.0736107,0.1568093,9.25357,1,0.5000001,0.0011954643,0.014490565
,38.8858419,0.0282575,34.3585,1,0.5000001,0.0017442461,0.019978415
,52.1113131,0.586342,14.50821,1,0.5000001,0.0013910977,0.019507099
,41.9865414,0.0496462,11.13522,1,0.5000001,0.0008338971,0.013525668
,40.8707444,0.0717101,19.69151,1,0.5000001,0.00086034683,0.0134630855
,40.8066584,0.2450695,18.89088,1,0.5000001,0.0007112108,0.01046305
,42.4725097,0.0321531,3.21323,1,0.5000001,0.00083876046,0.013170601
,43.8461172,0.1781473,7.94275,1,0.5000001,0.00081547955,0.0129960375
,47.377217,0.2758745,21.48449,1,0.5000001,0.0024912828,0.022622697
,32.2113167,0.5818827,24.47122,1,0.5000001,0.00035665478,0.0060168128
,48.3367835,0.3660033,11.78939,1,0.5000001,0.0014853901,0.01841794
,46.9430575,0.0071469,23.26142,1,0.5000001,0.003939257,0.03161239
,44.3805588,0.0638693,1.40295,1,0.5000001,0.00093757105,0.015447691
,44.1087406,0.1091482,11.59214,1,0.5000001,0.0010191142,0.01652663
,39.3018755,0.1878764,5.39063,1,0.5000001,0.00042314333,0.00770861
,39.2070263,0.1754176,5.62628,1,0.5000001,0.0003902486,0.0076884707
,43.5410162,0.0368987,2.94732,1,0.5000001,0.0008001288,0.014271184
,49.6240576,0.2505389,6.74967,1,0.5000001,0.0019694436,0.022111205
,42.7313028,0.0412901,1.49235,1,0.5000001,0.00085883704,0.012494259
,33.6120127,0.3359032,8.21,1,0.5000001,0.0001659726,0.004362588
,60.8280422,0.3943617,14.46476,1,0.5000001,0.012894174,0.06814176
,30.8395569,0.6451646,8.54336,1,0.5000001,9.1131325e-05,0.002787512
,43.222955,0.1257846,26.83278,1,0.5000001,0.0011135152,0.017831126
,75.0452251,0.3115663,29.88928,1,0.5000001,0.08117051,0.28625402
,53.5623965,0.6493714,70.15517,1,0.5000001,0.0003667715,0.0023196968
,42.8125625,0.2109051,16.10981,1,0.5000001,0.0010133184,0.012797597
,41.3468902,0.0,0.9372,1,0.5000001,0.00069788133,0.011072967
,41.3639194,0.0928637,13.25887,1,0.5000001,0.0008367375,0.011812739
,43.0925851,0.0894283,0.77746,1,0.5000001,0.000669994,0.012894781
,40.8563818,0.095359,2.70347,1,0.5000001,0.00062538125,0.010660368
,44.0941967,0.0726718,4.52523,1,0.5000001,0.0008834115,0.014261967
,45.5225895,0.1038604,3.8604,1,0.5000001,0.0011464404,0.0160447
,38.2282299,0.0970944,12.69429,1,0.5000001,0.00044298448,0.008627945
,40.5210745,0.0379718,28.20596,1,0.5000001,0.0014934302,0.019208964
,43.089419,0.0,21.90683,1,0.5000001,0.0018461975,0.021255273
,43.196329,0.0517329,17.92143,1,0.5000001,0.0010807824,0.016229311
,44.3155445,0.0862629,0.91073,1,0.5000001,0.0009835787,0.014998473
,43.9402597,0.0441941,1.55202,1,0.5000001,0.00080011785,0.014475198
,43.9220015,0.0168452,0.67995,1,0.5000001,0.0011356383,0.016287446
,44.2620569,0.016967,5.62839,1,0.5000001,0.0012718549,0.01672805
,42.5275957,0.0239129,0.70599,1,0.5000001,0.00076103385,0.0126025835
,40.2500548,0.0995983,2.88171,1,0.5000001,0.00053723523,0.0093407435
,44.7165449,0.1009062,18.73178,1,0.5000001,0.0012871666,0.017758848
,44.1883866,0.0295479,0.79453,1,0.5000001,0.000997546,0.015542968
,48.414296,0.212066,3.82042,1,0.5000001,0.0014165144,0.018492496
,39.3953706,0.3102112,7.70083,1,0.5000001,0.0003192834,0.0066333795
,44.7888088,0.0,12.53943,1,0.5000001,0.0016631857,0.02065518
,76.3249268,0.6330114,8.81649,1,0.5000001,0.05389154,0.23365755
,45.9635064,0.121877,3.25587,1,0.5000001,0.0012034988,0.0170901
,45.6616099,0.0977612,2.59407,1,0.5000001,0.0011514677,0.016144449
,43.706288,0.0,3.38542,1,0.5000001,0.0011269021,0.016749123
,42.3054167,0.1489298,6.90714,1,0.5000001,0.0007782696,0.011690634
,43.6006465,0.0788284,6.50044,1,0.5000001,0.0009653613,0.014981589
,43.986134,0.0,1.40379,1,0.5000001,0.0010212855,0.016603444
,37.6351983,0.112617,10.95746,1,0.5000001,0.00045172084,0.0076764035
,39.9830084,0.1044481,3.95146,1,0.5000001,0.0005038566,0.009469093
,39.2867654,0.0851126,12.63983,1,0.5000001,0.0004620178,0.009408929
,39.0355617,0.190995,8.66604,1,0.5000001,0.00041508593,0.008069999
,45.4025691,0.0,7.40549,1,0.5000001,0.0014285904,0.019757628
,43.3898705,0.0098276,5.77018,1,0.5000001,0.00085848983,0.013965317
,43.2081623,0.0,1.72182,1,0.5000001,0.0009857037,0.014921952
,44.7947195,0.0935247,1.97977,1,0.5000001,0.00087149785,0.014088554
,46.1547857,0.1194959,19.47393,1,0.5000001,0.0016386823,0.021736968
,39.4996105,0.2134224,27.88188,1,0.5000001,0.0011606787,0.014367609
,43.4361765,0.0996468,2.46681,1,0.5000001,0.0007757159,0.012920668
,43.5541044,0.062515,4.29542,1,0.5000001,0.0007772314,0.013299028
,41.1027076,0.0988439,6.61007,1,0.5000001,0.0006500671,0.010341779
,41.8459547,0.6776471,10.784,1,0.5000001,0.00038589907,0.0062145116
,44.8471373,0.1195041,1.91314,1,0.5000001,0.0009995197,0.01504166
,39.3357863,0.2061497,19.36622,1,0.5000001,0.0007437633,0.010506656
,47.0047183,0.169155,6.98551,1,0.5000001,0.0014324717,0.018339375
,43.1335564,0.0335295,2.179,1,0.5000001,0.00093037053,0.013710531
,43.1668402,0.012941,1.53598,1,0.5000001,0.00070945185,0.013143165
,45.3305614,0.0319638,2.91159,1,0.5000001,0.0012514583,0.017116627
,48.8196823,0.1084518,3.24415,1,0.5000001,0.0020310865,0.02366581
,51.5333079,0.1055633,9.94506,1,0.5000001,0.002854351,0.03370642
,39.6392712,0.2400121,4.51996,1,0.5000001,0.00034227408,0.007983531
,43.5909681,0.0562106,9.80678,1,0.5000001,0.0008116943,0.013838751
,47.1968565,0.2200239,15.54595,1,0.5000001,0.0017435029,0.020286141
,39.5566657,0.1561301,10.92574,1,0.5000001,0.00059752393,0.0093216
,33.1795947,0.851053,4.65725,1,0.5000001,7.971793e-05,0.0025315038
,46.49728,0.0899998,3.51759,1,0.5000001,0.0014371808,0.017903293
,43.343112,0.0312861,10.22326,1,0.5000001,0.001097806,0.015670918
,43.9085869,0.1280743,6.6633,1,0.5000001,0.0010402494,0.014157193
,39.2452733,0.2005128,15.32103,1,0.5000001,0.00056965067,0.009325545
,42.0134334,0.3740186,0.95945,1,0.5000001,0.00048851763,0.0085043525
,43.6469447,0.1260098,9.74079,1,0.5000001,0.00088844565,0.013346952
,45.9026404,0.0,3.61377,1,0.5000001,0.0013660814,0.019075716
,43.278122,0.3676822,7.08791,1,0.5000001,0.0006280764,0.010213623
,47.8497664,0.2778795,15.44156,1,0.5000001,0.0016932944,0.021333488
,34.4675259,0.10653,25.32726,1,0.5000001,0.000770709,0.012128087
,38.7936545,0.0997444,23.23466,1,0.5000001,0.0009218708,0.0142026115
,62.0507218,0.529953,16.29714,1,0.5000001,0.0076841093,0.062079143
,39.8960039,0.2850348,11.56726,1,0.5000001,0.0004488587,0.008141488
,46.9059481,0.0,1.73151,1,0.5000001,0.0014068675,0.020946806
,43.7928807,0.0479054,7.97048,1,0.5000001,0.0010952146,0.016127016
,44.1936324,0.0792245,2.10253,1,0.5000001,0.0008922141,0.01570988
,39.2954871,0.1495435,21.31604,1,0.5000001,0.0007779265,0.012928416
,43.0252304,0.0193174,0.69965,1,0.5000001,0.00086654857,0.013913846
,43.2913737,0.0,2.60451,1,0.5000001,0.0010516015,0.014294135
,74.9199832,0.5189397,7.89586,1,0.5000001,0.045709997,0.21865341
,39.7987206,0.2525063,1.51401,1,0.5000001,0.00042717537,0.008047963
,60.6979773,0.4156594,10.39462,1,0.5000001,0.0070706857,0.057340026
,42.6129017,0.0314071,2.93904,1,0.5000001,0.00095487235,0.01338519
,56.3537908,0.3153228,27.37027,1,0.5000001,0.0056489822,0.05375375
,43.2537701,0.0054293,19.06584,1,0.5000001,0.0014563459,0.01718886
,38.6721543,0.023524,2.36594,1,0.5000001,0.0005118452,0.009176209
,58.2652538,0.6484712,7.22461,1,0.5000001,0.0032613762,0.03320319
,66.3354838,0.4134793,19.04552,1,0.5000001,0.018551663,0.11541807
,43.8487489,0.0292495,2.9276,1,0.5000001,0.0010179953,0.015178073
,47.6124787,0.2599133,22.47454,1,0.5000001,0.002123788,0.021683756
,44.0466113,0.1075967,3.04752,1,0.5000001,0.0010263138,0.014055868
,39.3141685,0.2182394,2.85206,1,0.5000001,0.00037185865,0.007817622
,38.6732074,0.262551,5.40107,1,0.5000001,0.0003127974,0.0067962413
,44.0351142,0.0837716,1.38884,1,0.5000001,0.0008027395,0.012980082
,37.5817701,0.4632874,20.17106,1,0.5000001,0.0004466504,0.007815512
,54.3315744,0.4457619,22.41301,1,0.5000001,0.004144785,0.03443789
,45.5077249,0.2025565,23.24258,1,0.5000001,0.0018336263,0.01919221
,41.2002618,0.0078087,27.8998,1,0.5000001,0.0013651408,0.01984867
,53.6698307,0.3681676,15.26955,1,0.5000001,0.003024922,0.033482596
,44.781597,0.2222029,3.20572,1,0.5000001,0.0007542751,0.012758734
,57.8011896,0.3825656,21.44837,1,0.5000001,0.006426103,0.052293908
,71.4476417,0.5118086,12.44922,1,0.5000001,0.024775814,0.1509462
,41.7938187,0.1433068,27.35949,1,0.5000001,0.0014768152,0.017618882
,41.0968567,0.0703981,27.4419,1,0.5000001,0.0020053852,0.0204466
,52.0500285,0.3056382,28.66026,1,0.5000001,0.0038193502,0.03772196
,42.8621008,0.0490729,3.05571,1,0.5000001,0.00069990417,0.0127735725
,39.7996046,0.2752946,17.29901,1,0.5000001,0.0005300254,0.008980447
,39.6689549,0.2691345,12.61087,1,0.5000001,0.00046674535,0.008379876
,42.545556,0.0781705,1.97242,1,0.5000001,0.00065807806,0.012374355
,63.3920643,0.5068468,22.01845,1,0.5000001,0.01365828,0.077719636
,44.5549342,0.0697413,1.90566,1,0.5000001,0.0008956664,0.01522041
,45.7557425,0.0580411,5.4937,1,0.5000001,0.0015989726,0.018944902
,48.3729202,0.1803603,17.77086,1,0.5000001,0.0024892385,0.024777006
,43.0576589,0.0316631,7.94018,1,0.5000001,0.0010515247,0.015674574
,94.2784296,0.625011,24.80277,1,0.5000001,0.17913032,0.64991367
,30.3117168,0.2642261,53.85784,1,0.5000001,4.428628e-06,5.657082e-05
,55.9283488,0.4237651,8.67599,1,0.5000001,0.002541645,0.031498384
,49.4260953,0.3450173,14.30113,1,0.5000001,0.0015526144,0.021258764
,58.7360366,0.9737424,101.83846,1,0.5000001,2.3813595e-06,7.870383e-06
,43.9594496,0.1184745,9.77818,1,0.5000001,0.0011383228,0.016013764
,55.2337126,0.3811823,6.98953,1,0.5000001,0.0031983163,0.033417176
,42.4342263,0.0406126,4.23427,1,0.5000001,0.0007156124,0.012510624
,42.7892866,0.0523786,2.79038,1,0.5000001,0.0006908461,0.012750545
,43.9716085,0.0564205,3.0714,1,0.5000001,0.00084320724,0.014246796
,55.0103365,0.4458379,8.79901,1,0.5000001,0.004695302,0.03238557
,56.9676421,0.4320156,13.71346,1,0.5000001,0.0037634715,0.038107578
,39.1637874,0.2770657,8.06016,1,0.5000001,0.00038628804,0.0071628545
,44.0363118,0.1203726,8.41962,1,0.5000001,0.00079611177,0.01384794
,45.9446687,0.1852994,11.73001,1,0.5000001,0.0010541604,0.016401002
,45.08131,0.1665668,30.79484,1,0.5000001,0.0026423158,0.02675053
,40.4502235,0.1134871,23.13655,1,0.5000001,0.0009876544,0.014597781
,43.8487795,0.1489507,5.41643,1,0.5000001,0.0010145269,0.013286315
,44.9745286,0.1085838,2.35017,1,0.5000001,0.0009049942,0.015252821
,45.6989195,0.1364604,5.60915,1,0.5000001,0.0010173719,0.015312476
,61.8655323,0.3856713,34.14798,1,0.5000001,0.015441349,0.08355478
,44.1627567,0.0852054,1.79759,1,0.5000001,0.00086273835,0.014217823
,38.8389902,0.1151751,38.96626,1,0.5000001,0.0018241175,0.01872374
,39.4367026,0.255364,6.589,1,0.5000001,0.0004611506,0.0078107445
,39.1180114,0.1114984,31.45467,1,0.5000001,0.0011930515,0.016593106
,36.4016384,0.0751258,15.535,1,0.5000001,0.00042082462,0.008334187
,47.5143302,0.2096824,16.56202,1,0.5000001,0.0014955916,0.020222329
,43.7085828,0.1032436,18.2406,1,0.5000001,0.0012722322,0.016454995
,62.4557078,0.2720315,26.25214,1,0.5000001,0.020469718,0.11208245
,75.6838945,0.4244537,39.82301,1,0.5000001,0.0545268,0.22857821
,44.878696,0.0281312,1.16331,1,0.5000001,0.001144127,0.016136067
,47.0595081,0.2006245,10.31406,1,0.5000001,0.0013494578,0.019044219
,35.0011007,0.0706261,5.38929,1,0.5000001,0.00025135186,0.006287526
,43.9543146,0.0078722,3.75327,1,0.5000001,0.00092054054,0.014832533
